name	dist_sep	flux	flux_err	eflux	eflux_err	index	index_err	gal_pref	gal_pref_err	iso_norm	iso_norm_err	flux_ul	eflux_ul	TS
GZ587742549602599059	0.0	1.71e-11	2.56e-11	2.27e-08	3.42e-08	5.0	0.02	0.81	0.05	1.29	0.1	6.21e-11	8.26e-08	0.47
UN587732483276210382	0.464	1.26e-11	1.81e-10	1.67e-08	2.42e-07	5.0	0.34	1.1	0.01	0.83	0.01	4.64e-11	6.18e-08	0.47
UN587725817482969168	0.0	2.28e-12	4.58e-12	8.72e-08	1.83e-07	1.31	0.85	0.93	0.04	0.99	0.04	1.08e-11	4.14e-07	0.46
GZ587739719771750548	0.0	6.03e-12	1.36e-11	5.44e-08	1.12e-07	1.84	1.05	0.9	0.04	1.28	0.11	2.84e-11	2.56e-07	0.46
MRK721	0.0	1.77e-11	2.91e-11	2.35e-08	3.88e-08	5.0	0.02	1.14	0.06	1.03	0.1	6.52e-11	8.68e-08	0.45
UN587739380987330708	0.0	1.29e-11	2.12e-11	1.72e-08	2.82e-08	5.0	0.02	0.45	0.03	1.5	0.04	4.83e-11	6.42e-08	0.45
RCS1040_06230	0.0	1.19e-11	1.83e-11	1.59e-08	2.44e-08	5.0	0.13	0.93	0.14	1.0	0.12	4.43e-11	5.9e-08	0.45
UN587725589309030668	0.0	1.66e-12	3e-12	1.49e-07	1.93e-07	0.95	0.54	1.12	0.03	0.98	0.06	8.2e-12	7.37e-07	0.44
GZ587738564944200099	0.0	1.63e-11	2.53e-11	3.04e-08	4.97e-08	3.15	1.1	1.04	0.05	0.99	0.09	6.1e-11	1.14e-07	0.44
GZ587739408407265415	0.441	1.41e-11	2.06e-11	1.88e-08	2.76e-08	5.0	0.11	0.52	0.03	1.46	0.04	5.28e-11	7.02e-08	0.44
RCS0047_01556	0.0	1.79e-11	4.05e-11	3.48e-08	9.69e-08	3.06	1.47	0.96	0.04	1.1	0.07	6.73e-11	1.31e-07	0.44
GZ588017723867201664	0.0	1.27e-11	7.18e-11	5.19e-08	2.31e-07	2.23	6.32	0.98	0.0	1.02	0.01	5.08e-11	2.07e-07	0.43
GZ587732054307700875	0.0	1.1e-11	3.2e-11	4.8e-08	1.1e-07	2.19	2.36	1.07	0.04	1.01	0.09	4.6e-11	2e-07	0.42
UN587729387693736098	0.0	1.1e-11	1.74e-11	1.46e-08	2.32e-08	5.0	0.0	1.2	0.1	0.96	0.1	4.2e-11	5.58e-08	0.42
GZ587741708331647121	0.0	4.91e-12	1.16e-11	1.08e-07	2.65e-07	1.51	1.17	0.92	0.06	1.26	0.1	2.31e-11	5.08e-07	0.41
UN587739504470851587	0.0	1.3e-11	2.11e-11	1.73e-08	2.82e-08	5.0	0.03	0.88	0.12	1.21	0.11	5.05e-11	6.72e-08	0.41
UN587731499722801326	0.0	8.79e-12	1.2e-10	3.31e-08	2.23e-07	2.28	4.76	1.06	0.04	0.91	0.04	3.57e-11	1.34e-07	0.41
GZ587742578055708806	0.0	1.57e-11	2.55e-11	2.09e-08	3.42e-08	4.97	0.41	0.85	0.04	1.21	0.06	6.04e-11	8.06e-08	0.41
GZ587736524294586438	0.0	7.96e-12	1.43e-11	5.72e-08	1.12e-07	1.94	0.71	0.76	0.06	1.44	0.11	3.43e-11	2.46e-07	0.41
GZ587742061085982728	0.0	1.71e-11	2.78e-11	2.28e-08	3.71e-08	5.0	0.0	0.54	0.04	1.84	0.07	6.56e-11	8.73e-08	0.4
GT1237668623551103255	0.0	1.58e-11	2.58e-11	2.1e-08	3.44e-08	5.0	0.01	0.85	0.05	1.24	0.08	6.11e-11	8.13e-08	0.4
UN588018055659258080	0.0	1.21e-11	2e-11	2.28e-08	3.91e-08	3.13	0.76	0.8	0.05	1.24	0.06	4.75e-11	8.94e-08	0.4
GZ587724198275842071	0.0	1.87e-11	3.01e-11	2.49e-08	4.02e-08	5.0	0.01	1.04	0.04	0.93	0.1	7.13e-11	9.49e-08	0.4
RCS2329_13403	0.0	1.8e-11	4.88e-11	3.05e-08	9.64e-08	3.43	1.88	0.89	0.05	1.13	0.1	6.92e-11	1.17e-07	0.4
RCS1613_09083	0.0	1.09e-11	1.88e-11	1.44e-08	2.51e-08	5.0	0.04	0.98	0.09	1.19	0.1	4.2e-11	5.58e-08	0.4
GZ587724199889666165	0.0	1.87e-11	3.07e-11	2.48e-08	4.09e-08	5.0	0.0	1.12	0.04	0.8	0.1	7.23e-11	9.62e-08	0.39
RCS2338_14349	0.0	5.76e-12	1.23e-11	4.94e-08	1.03e-07	1.86	0.92	1.03	0.07	0.85	0.1	2.71e-11	2.32e-07	0.39
GZ587742629066440820	0.0	1.89e-11	5.8e-10	2.7e-08	9.38e-07	4.33	31.71	0.83	0.01	1.46	0.02	7.38e-11	1.05e-07	0.38
UN587732483838312559	0.0	7.52e-12	5.01e-11	3.17e-08	1.3e-07	2.21	6.55	0.81	0.01	1.2	0.01	3.28e-11	1.39e-07	0.38
GZ587722983371309328	0.0	2.05e-11	3.82e-11	2.73e-08	5.1e-08	5.0	0.12	0.97	0.02	0.97	0.1	7.92e-11	1.05e-07	0.38
GZ587727944030552243	0.0	1.45e-11	2.59e-11	4.28e-08	7.79e-08	2.47	1.09	1.05	0.05	0.97	0.09	5.85e-11	1.73e-07	0.37
GZ587731679577047262	0.0	1.32e-11	2.3e-11	2.89e-08	5.04e-08	2.84	1.15	1.09	0.05	0.89	0.11	5.37e-11	1.17e-07	0.37
RCS1514_08296	0.0	1.67e-12	4.16e-12	5.34e-08	1.37e-07	1.37	1.07	0.83	0.04	1.27	0.1	1.05e-11	3.37e-07	0.37
RCS2329_14698	0.0	2.89e-12	7.76e-12	3.73e-08	9.15e-08	1.7	1.15	0.86	0.04	1.06	0.09	1.77e-11	2.28e-07	0.36
UN588017713658265802	0.0	6.1e-12	9.12e-11	3.67e-08	2.4e-07	2.02	4.09	1.18	0.05	0.95	0.05	2.73e-11	1.64e-07	0.36
GZ587727180614926443	0.0	1.32e-11	1.61e-10	2.88e-08	1.89e-07	2.84	9.15	0.95	0.01	1.08	0.02	5.33e-11	1.16e-07	0.36
GZ587739304214265947	0.0	3.18e-12	7.63e-12	6.36e-08	1.15e-07	1.54	0.41	1.26	0.05	0.91	0.05	1.64e-11	3.27e-07	0.36
RCS2143_12110	0.0	1.24e-11	2.46e-11	5.13e-08	9.74e-08	2.22	0.93	1.02	0.03	0.94	0.09	5.37e-11	2.23e-07	0.35
RCS2143_10734	0.0	1.09e-11	2.17e-11	4.7e-08	9.09e-08	2.19	0.91	1.05	0.03	0.94	0.09	4.81e-11	2.08e-07	0.35
GZ587735348576649388	0.0	7.1e-12	1.54e-11	4.19e-08	9.45e-08	2.03	1.07	0.95	0.05	1.13	0.08	3.51e-11	2.08e-07	0.34
J123543.68+011208.20	0.0	1.81e-11	3.41e-11	2.41e-08	4.55e-08	5.0	0.06	0.92	0.05	1.19	0.1	7.28e-11	9.69e-08	0.33
GZ587745538910716037	0.0	8.43e-12	2.1e-11	5.24e-08	1.17e-07	2.0	1.33	1.09	0.06	1.06	0.09	3.95e-11	2.46e-07	0.33
UN587731870701519089	0.0	1e-11	1.26e-10	2.18e-08	1.51e-07	2.84	9.31	0.95	0.02	1.01	0.02	4.21e-11	9.15e-08	0.33
UN587733398643015789	0.0	7.07e-12	1.07e-10	2.93e-08	2.04e-07	2.22	5.1	0.79	0.02	1.26	0.02	3.2e-11	1.32e-07	0.33
GZ587741532773417005	0.0	1.41e-11	2.55e-11	2.43e-08	4.64e-08	3.37	1.46	0.93	0.05	1.14	0.08	5.89e-11	1.02e-07	0.33
GZ587739720304885837	0.0	5.34e-12	7.42e-11	8.04e-08	4.9e-07	1.64	2.88	0.93	0.01	1.19	0.03	2.54e-11	3.82e-07	0.33
UN587739505543741592	0.0	1.17e-11	2.13e-11	1.56e-08	2.84e-08	5.0	0.09	1.04	0.12	1.1	0.12	4.94e-11	6.57e-08	0.32
RCS0133_03276	0.0	9.12e-12	1.37e-10	3.86e-08	2.76e-07	2.21	4.88	1.15	0.03	0.84	0.04	4.07e-11	1.72e-07	0.32
GT1237666407381598382	0.0	6.77e-12	2.42e-11	4.21e-08	1.07e-07	2.0	2.17	1.09	0.07	0.95	0.09	3.33e-11	2.07e-07	0.31
RCS0357_05366	0.0	6.84e-12	1.43e-11	4.84e-08	1.07e-07	1.94	0.81	0.86	0.03	1.16	0.08	3.29e-11	2.33e-07	0.3
GZ587735349114896496	0.0	1.41e-11	4.37e-10	2.05e-08	7.01e-07	4.17	21.37	0.9	0.01	1.23	0.02	6.07e-11	8.84e-08	0.3
GZ587742616171315496	0.0	1.59e-11	4.02e-10	2.67e-08	7.56e-07	3.47	10.9	0.78	0.0	1.6	0.01	6.8e-11	1.14e-07	0.3
GZ587733429236334712	0.0	4.45e-12	6.29e-11	4.88e-08	2.61e-07	1.76	3.42	0.98	0.03	1.14	0.03	2.17e-11	2.37e-07	0.3
GZ588017991766573107	0.0	1.1e-11	2.58e-11	4.02e-08	8.22e-08	2.3	1.42	0.88	0.06	1.24	0.11	4.98e-11	1.83e-07	0.29
UN587739506088345770	0.0	7.67e-12	2.08e-11	2.13e-08	4.39e-08	2.53	2.49	0.79	0.07	1.2	0.07	3.69e-11	1.02e-07	0.29
MRK544	0.0	1.35e-11	4.59e-11	1.8e-08	6.52e-08	4.96	2.88	0.95	0.07	1.0	0.11	5.76e-11	7.69e-08	0.29
GZ587742062684995692	0.0	1.22e-11	3.32e-11	1.99e-08	6.34e-08	3.57	2.47	0.82	0.05	1.24	0.06	5.35e-11	8.74e-08	0.29
GZ587727179528077428	0.0	1.43e-11	2.69e-11	1.9e-08	3.6e-08	5.0	0.47	1.18	0.04	0.75	0.05	6.09e-11	8.11e-08	0.29
UN587725982302142672	0.0	1.21e-11	2.34e-11	1.6e-08	3.12e-08	5.0	0.0	1.09	0.03	0.86	0.06	5.31e-11	7.06e-08	0.28
GZ587739720845689015	0.0	1.49e-11	3.08e-10	2e-08	4.41e-07	4.94	16.58	0.9	0.04	1.31	0.12	6.43e-11	8.59e-08	0.28
GZ587729158981222657	0.0	7.1e-12	1.27e-10	4.31e-08	1.22e-07	2.01	9.42	0.97	0.02	0.92	0.06	3.79e-11	2.3e-07	0.28
GZ587742014353047569	0.0	8.3e-12	1.28e-10	3.17e-08	2.34e-07	2.27	5.44	1.4	0.04	0.93	0.03	3.91e-11	1.5e-07	0.28
RCS2338_13349	0.0	1.35e-11	2.57e-11	1.8e-08	3.43e-08	5.0	0.08	1.17	0.06	0.74	0.09	5.92e-11	7.87e-08	0.28
GZ587728949583937673	0.0	5.67e-12	9.58e-11	4.37e-08	2.21e-07	1.9	9.2	1.07	0.02	0.99	0.03	3.08e-11	2.37e-07	0.27
GZ587739652644012307	0.0	1.19e-11	2.36e-11	3.03e-08	6.04e-08	2.62	1.05	0.96	0.04	1.04	0.11	5.33e-11	1.36e-07	0.27
GZ587739382057533517	0.0	3.45e-12	9.83e-12	4.68e-08	1.17e-07	1.68	1.1	0.94	0.09	1.08	0.08	2.01e-11	2.72e-07	0.26
GZ587742012761440527	0.0	1.37e-11	3.91e-10	2.3e-08	7.49e-07	3.48	15.15	0.77	0.01	1.5	0.01	6.14e-11	1.03e-07	0.26
GZ587738948273963244	0.0	9.16e-12	1.41e-10	3.14e-08	2.57e-07	2.35	5.51	1.09	0.03	0.91	0.04	4.37e-11	1.5e-07	0.26
RCS1514_08725	0.0	1.41e-11	4.7e-10	2.13e-08	7.86e-07	3.96	21.11	0.9	0.01	1.16	0.02	6.44e-11	9.71e-08	0.25
GZ587745404151070842	0.0	1.08e-11	2.28e-11	3.36e-08	7.28e-08	2.42	1.1	1.09	0.07	0.97	0.12	5.09e-11	1.59e-07	0.25
UN587736977416978617	0.257	9.62e-12	2.01e-11	1.28e-08	2.68e-08	5.0	0.36	0.56	0.04	1.42	0.05	4.51e-11	6e-08	0.25
GZ587742594157838404	0.0	5.37e-12	1.41e-11	4.38e-08	1.08e-07	1.88	1.08	0.82	0.05	1.29	0.1	2.92e-11	2.38e-07	0.25
UN587732052710260743	0.0	9.87e-12	2.8e-10	1.59e-08	5.04e-07	3.63	14.09	1.2	0.01	0.74	0.01	4.6e-11	7.4e-08	0.24
UN587731521205764279	0.0	4.89e-12	1.91e-11	3.75e-08	8.45e-08	1.91	0.87	1.0	0.04	1.03	0.05	2.7e-11	2.07e-07	0.24
GZ587725551207317683	0.0	6.7e-12	1.02e-10	1.84e-08	1.48e-07	2.54	7.44	0.96	0.01	0.95	0.02	3.29e-11	9.04e-08	0.24
UN587735742078189710	0.0	1.08e-11	3.68e-10	1.67e-08	6.38e-07	3.85	22.36	0.84	0.01	1.2	0.01	5.06e-11	7.79e-08	0.24
GZ588023669173584097	0.0	1.68e-12	1.56e-11	3.31e-08	2.4e-07	1.55	5.88	0.84	0.01	1.24	0.01	1.21e-11	2.38e-07	0.23
HST40B_0920_180845	0.0	1.01e-11	2.31e-11	1.35e-08	3.08e-08	5.0	0.0	1.07	0.08	0.87	0.08	4.8e-11	6.38e-08	0.23
RCS2338_14019	0.0	5.06e-12	1.33e-11	4.3e-08	1.17e-07	1.86	1.17	1.06	0.09	0.84	0.11	2.89e-11	2.46e-07	0.23
GZ588023720174682331	0.0	1.29e-11	2.78e-11	2.22e-08	5.03e-08	3.39	1.59	0.96	0.04	1.2	0.1	6.07e-11	1.04e-07	0.23
ESO247-G2	0.0	9.4e-12	3.43e-10	1.31e-08	5.25e-07	4.5	29.83	0.88	0.02	1.0	0.02	4.52e-11	6.32e-08	0.22
ESO416-G6	0.0	8.14e-12	1.8e-11	1.8e-08	4.27e-08	2.82	1.25	1.16	0.09	0.66	0.1	4.09e-11	9.02e-08	0.22
MN419	0.0	1.29e-11	3.42e-10	2.33e-08	7.06e-07	3.23	10.06	1.04	0.01	0.92	0.01	6.29e-11	1.14e-07	0.22
GZ587727178451845124	0.0	1.17e-11	2.55e-11	1.56e-08	3.4e-08	5.0	0.04	1.03	0.07	0.92	0.09	5.69e-11	7.56e-08	0.22
GZ587736805620908145	0.0	1.27e-11	4.86e-10	1.83e-08	7.85e-07	4.24	32.47	0.86	0.01	1.25	0.02	6.07e-11	8.77e-08	0.22
GZ587726877814227092	0.0	1.13e-11	2.51e-11	2.47e-08	5.68e-08	2.84	0.67	1.05	0.05	0.98	0.09	5.61e-11	1.22e-07	0.21
GZ587733079206592631	0.32	8.7e-12	1.96e-11	1.16e-08	2.61e-08	5.0	0.02	1.4	0.12	0.75	0.11	4.31e-11	5.74e-08	0.21
UN587733442658238702	0.0	4.85e-12	1.2e-11	2.88e-08	7.45e-08	2.02	1.04	0.94	0.07	1.16	0.08	2.66e-11	1.58e-07	0.21
RCS0047_01617	0.0	3.96e-12	1.12e-11	2.86e-08	7.77e-08	1.93	1.17	0.92	0.07	1.11	0.11	2.49e-11	1.8e-07	0.2
GZ587726033340924156	0.0	1.37e-11	3.17e-11	1.82e-08	4.23e-08	5.0	0.06	0.88	0.03	1.17	0.07	6.89e-11	9.17e-08	0.2
GZ587742593083768942	0.0	4.31e-12	1.21e-11	3.76e-08	1.06e-07	1.85	1.13	0.81	0.05	1.32	0.1	2.67e-11	2.33e-07	0.2
RCS2338_14333	0.0	9.84e-12	2.3e-11	1.31e-08	3.06e-08	5.0	0.07	1.05	0.08	0.85	0.1	5.06e-11	6.73e-08	0.2
RCS0310_04593	0.0	7.16e-12	1.85e-11	2.83e-08	6.91e-08	2.25	1.1	0.96	0.04	1.0	0.09	4.02e-11	1.59e-07	0.2
GZ587736976885154015	0.0	9.59e-12	1.52e-10	2.52e-08	2.35e-07	2.59	7.23	0.94	0.01	0.97	0.03	4.95e-11	1.3e-07	0.2
UN588297863651917838	0.0	8.1e-12	1.82e-11	1.08e-08	2.43e-08	5.0	0.01	0.91	0.12	1.1	0.11	4.06e-11	5.4e-08	0.2
RCS2143_10973	0.0	1.24e-11	2.92e-11	2.05e-08	5.05e-08	3.54	1.95	1.09	0.03	0.83	0.09	6.29e-11	1.04e-07	0.19
ESO234-G64	0.0	1.25e-11	2.86e-11	1.66e-08	3.81e-08	5.0	0.06	0.69	0.05	1.93	0.15	6.23e-11	8.29e-08	0.19
UN587738948294475854	0.0	6.51e-12	1.13e-10	2.37e-08	2.05e-07	2.3	6.17	1.42	0.03	0.74	0.02	3.55e-11	1.29e-07	0.19
GZ587736781993935152	0.0	9.14e-12	3.41e-10	1.28e-08	5.19e-07	4.48	27.17	0.86	0.02	1.15	0.02	4.6e-11	6.44e-08	0.19
GZ587738410323345489	0.0	7.26e-12	1.98e-11	2.95e-08	7.56e-08	2.23	1.25	0.99	0.06	1.13	0.11	4.13e-11	1.68e-07	0.18
GZ587741600422559805	0.0	1.06e-11	3.14e-11	2.11e-08	5.39e-08	3.0	1.83	0.98	0.08	1.06	0.08	5.54e-11	1.1e-07	0.18
GZ587738411401871477	0.0	8.55e-12	1.49e-10	2.72e-08	2.59e-07	2.41	6.6	1.14	0.02	0.99	0.03	4.67e-11	1.48e-07	0.18
UN587738947216998510	0.0	9.22e-12	2.25e-11	1.23e-08	3.01e-08	5.0	0.04	1.41	0.12	0.8	0.12	4.87e-11	6.48e-08	0.18
UN587735695906963556	0.0	7.67e-12	1.94e-11	1.02e-08	2.59e-08	5.0	0.14	1.18	0.1	0.92	0.09	3.96e-11	5.27e-08	0.18
GZ587742550940123355	0.0	7.56e-12	1.84e-11	2.12e-08	5.4e-08	2.52	1.22	1.0	0.05	1.0	0.07	4.08e-11	1.14e-07	0.18
GZ587736807764590737	0.0	5.47e-12	1.74e-11	1.98e-08	5.33e-08	2.31	1.61	0.82	0.06	1.22	0.11	3.58e-11	1.29e-07	0.17
GZ588010879303811123	0.0	9.26e-12	2.45e-11	3.21e-08	9.11e-08	2.34	1.6	0.85	0.06	1.23	0.12	5.1e-11	1.76e-07	0.17
GZ587729157902499995	0.0	2.16e-12	8.34e-12	6.07e-08	1.79e-07	1.42	1.43	0.96	0.04	1.13	0.09	1.55e-11	4.36e-07	0.17
GZ588017722252329118	0.0	5.48e-12	1.44e-11	2.04e-08	5.37e-08	2.29	1.19	1.41	0.12	0.72	0.12	3.17e-11	1.18e-07	0.17
GZ587731513142870131	0.0	1.19e-12	3.33e-12	8.13e-08	2.81e-07	1.07	0.82	1.04	0.08	1.03	0.12	9.62e-12	6.59e-07	0.17
GZ588017604163797082	0.0	8.75e-12	4.16e-10	1.2e-08	6.39e-07	4.7	56.98	0.6	0.02	1.39	0.03	4.82e-11	6.6e-08	0.16
GZ587741532228681941	0.0	8.87e-12	2.27e-11	1.98e-08	5.39e-08	2.8	1.26	0.91	0.05	1.19	0.1	4.97e-11	1.11e-07	0.16
GZ587742774548430969	0.0	2.75e-12	7.96e-12	4.61e-08	1.49e-07	1.6	1.0	1.16	0.05	0.91	0.09	1.89e-11	3.18e-07	0.16
UN587728931344285907	0.0	6.94e-12	1.75e-11	1.61e-08	4.22e-08	2.75	0.72	1.05	0.08	0.94	0.09	3.84e-11	8.9e-08	0.16
GT1237659327092752463	0.0	7.57e-12	3.34e-10	1.07e-08	5.21e-07	4.43	39.1	1.12	0.02	1.01	0.02	4.13e-11	5.82e-08	0.16
ESO123-IG2	0.0	1.28e-11	3.21e-11	1.7e-08	4.28e-08	5.0	0.08	1.06	0.02	0.75	0.09	6.8e-11	9.04e-08	0.16
GZ587741602571616392	0.0	7.4e-12	1.99e-11	9.84e-09	2.65e-08	5.0	0.07	0.99	0.11	1.13	0.11	4.23e-11	5.63e-08	0.15
GT1237651250968461337	0.0	6.38e-12	1.7e-11	8.48e-09	2.26e-08	5.0	0.0	1.11	0.1	1.06	0.1	3.64e-11	4.85e-08	0.15
RCS0310_04009	0.0	1.28e-12	4.05e-12	2.69e-08	9.7e-08	1.52	1.13	1.0	0.03	0.91	0.06	1.12e-11	2.36e-07	0.15
GZ587733197306790037	0.0	6.57e-12	1.75e-11	8.74e-09	2.34e-08	5.0	0.05	1.34	0.11	0.81	0.11	3.76e-11	5e-08	0.15
GZ588017605761761311	0.0	5.81e-12	1e-10	1.68e-08	1.41e-07	2.49	8.42	1.2	0.02	0.88	0.02	3.4e-11	9.83e-08	0.15
RCS0133_02416	0.0	1.93e-12	1.11e-11	5.1e-08	4.26e-07	1.44	1.02	1.11	0.05	0.93	0.08	1.54e-11	4.08e-07	0.15
RCS2143_11173	0.0	1.17e-11	3.15e-11	1.93e-08	5.35e-08	3.54	1.34	0.98	0.03	1.1	0.09	6.54e-11	1.08e-07	0.15
GZ587745245238853788	0.0	4.56e-12	1.67e-11	2.75e-08	8.28e-08	2.01	1.56	1.11	0.06	0.93	0.09	3.08e-11	1.86e-07	0.14
UN587729232520413593	0.0	7.72e-12	2.17e-11	1.29e-08	3.78e-08	3.47	1.87	0.92	0.04	1.17	0.07	4.56e-11	7.64e-08	0.13
GZ587727179003658386	0.0	3.47e-12	1.15e-11	1.93e-08	6.22e-08	2.05	1.3	0.97	0.04	1.07	0.06	2.62e-11	1.46e-07	0.13
GZ587736542551802124	0.0	1.01e-12	3.22e-12	7.04e-08	2.47e-07	1.06	1.01	0.75	0.06	1.42	0.11	9.01e-12	6.31e-07	0.13
GZ587722982832799820	0.0	1.88e-12	7.1e-12	6.6e-08	3.36e-07	1.34	0.71	0.93	0.02	1.07	0.08	1.65e-11	5.78e-07	0.13
GZ587742062139474011	0.0	6.8e-12	1.1e-10	1.81e-08	1.02e-07	2.57	11.38	1.37	0.02	0.89	0.02	4.17e-11	1.11e-07	0.13
UN587738948832329893	0.0	2.99e-12	1.48e-11	3.22e-08	1.11e-07	1.77	2.17	1.18	0.11	0.93	0.11	2.22e-11	2.38e-07	0.13
UN587733440512327763	0.0	1.94e-12	4.13e-11	1.65e-08	1.17e-07	1.86	5.92	0.88	0.01	1.18	0.01	1.63e-11	1.38e-07	0.13
UN587739504467050565	0.0	7.4e-12	2.16e-11	9.84e-09	2.88e-08	5.0	0.01	1.27	0.12	0.9	0.12	4.56e-11	6.07e-08	0.12
RCS0133_02367	0.0	5.65e-12	1.75e-11	2.28e-08	7.45e-08	2.24	1.56	0.97	0.06	1.04	0.09	3.72e-11	1.5e-07	0.12
UN587729409683161289	0.0	6.06e-12	1.86e-11	9.54e-09	3.03e-08	3.74	1.63	0.95	0.09	1.21	0.09	3.79e-11	5.97e-08	0.12
GZ587730816288227413	0.0	1.05e-11	3.09e-11	1.94e-08	5.86e-08	3.18	1.1	0.83	0.04	1.26	0.09	6.44e-11	1.19e-07	0.12
UN587735743146557646	0.0	4.67e-12	8.88e-11	1.58e-08	1.4e-07	2.36	7.85	0.78	0.02	1.16	0.02	3.13e-11	1.06e-07	0.11
GZ588017606288932903	0.0	6.54e-12	2.05e-11	1.2e-08	3.93e-08	3.19	1.28	0.92	0.12	1.12	0.1	4.24e-11	7.8e-08	0.11
GZ587735489747615942	0.0	1.81e-12	4.03e-11	3.16e-08	2.85e-07	1.59	4.83	0.94	0.03	1.03	0.03	1.43e-11	2.49e-07	0.11
GZ587729158978928813	0.0	1.08e-11	4.06e-10	1.83e-08	7.65e-07	3.43	14.21	0.87	0.0	1.23	0.01	6.73e-11	1.14e-07	0.11
GZ587742191517827256	0.0	6.37e-12	2e-11	8.47e-09	2.66e-08	5.0	0.13	0.94	0.06	1.17	0.06	4.18e-11	5.56e-08	0.11
UN587733433531171095	0.0	2.54e-12	8.65e-12	3.75e-08	1.34e-07	1.65	1.0	0.81	0.04	1.07	0.06	1.91e-11	2.82e-07	0.11
GZ587726031185379396	0.0	8.13e-12	2.62e-11	1.71e-08	5.88e-08	2.9	1.45	0.89	0.05	1.15	0.11	5.41e-11	1.14e-07	0.11
UN587733082159186054	0.0	2.54e-12	5.79e-11	1.48e-08	1.42e-07	2.03	6.52	1.27	0.03	0.89	0.02	2.11e-11	1.23e-07	0.1
GZ587736541478519037	0.0	8.32e-12	2.6e-11	1.11e-08	3.46e-08	5.0	0.04	0.77	0.06	1.43	0.11	5.4e-11	7.18e-08	0.1
UN587731891654230127	0.0	6.25e-12	3.03e-10	9.63e-09	5.16e-07	3.85	27.05	1.16	0.01	0.97	0.01	4.12e-11	6.34e-08	0.1
GZ587729385537142866	0.0	5.73e-12	5.75e-11	7.76e-09	8.43e-08	4.82	9.28	1.02	0.14	0.93	0.12	3.88e-11	5.24e-08	0.1
UN587736963458400367	0.404	6.16e-12	1.99e-11	8.19e-09	2.65e-08	5.0	0.06	0.52	0.04	1.43	0.04	4.11e-11	5.47e-08	0.1
GZ587727266497167811	0.0	4.67e-12	9.6e-11	2.55e-08	2.41e-07	2.06	5.7	0.87	0.01	1.51	0.03	3.46e-11	1.89e-07	0.1
GZ588017111832526954	0.0	1.1e-12	6e-12	3.1e-08	1.23e-07	1.42	1.96	1.41	0.11	0.77	0.11	1.11e-11	3.12e-07	0.09
GZ587734691426795737	0.0	7.71e-12	2.64e-11	1.03e-08	3.52e-08	5.0	0.01	1.04	0.06	0.94	0.11	5.37e-11	7.14e-08	0.09
UN587729228758909010	0.0	4.64e-12	1.58e-11	1.13e-08	4.15e-08	2.68	3.29	1.01	0.09	1.16	0.1	3.21e-11	7.82e-08	0.09
UN588013382200459381	0.0	5.39e-12	1.85e-11	7.17e-09	2.47e-08	5.0	0.05	0.89	0.12	1.1	0.11	3.84e-11	5.11e-08	0.09
UN587739607550066779	0.0	5.65e-12	1.94e-11	1.4e-08	5.07e-08	2.66	1.67	1.34	0.11	0.82	0.12	4.07e-11	1.01e-07	0.09
MRK365	0.0	8.05e-12	2.79e-11	1.07e-08	3.72e-08	5.0	0.04	1.01	0.03	1.14	0.09	5.62e-11	7.47e-08	0.09
GZ587735349111554146	0.0	7.22e-12	2.49e-11	9.61e-09	3.32e-08	5.0	0.03	0.85	0.05	1.32	0.07	5.1e-11	6.79e-08	0.09
GT1237667323796127885	0.0	3.07e-12	1.14e-11	2.89e-08	1.1e-07	1.82	1.27	0.93	0.11	1.17	0.1	2.35e-11	2.21e-07	0.09
GZ587738411398987852	0.0	4.99e-12	1.84e-11	1.55e-08	5.64e-08	2.43	1.63	1.25	0.07	0.79	0.12	3.92e-11	1.22e-07	0.09
GZ588017724409249912	0.259	8.63e-12	2.83e-11	1.15e-08	3.77e-08	5.0	0.01	0.77	0.06	1.43	0.11	5.79e-11	7.71e-08	0.09
UN587725552269918475	0.0	6.42e-12	2.32e-11	8.54e-09	3.09e-08	5.0	0.04	1.08	0.04	0.7	0.09	4.73e-11	6.29e-08	0.08
RCS2143_11513	0.0	8.87e-12	3.2e-11	1.18e-08	4.27e-08	5.0	0.05	1.05	0.03	0.9	0.09	6.35e-11	8.45e-08	0.08
GZ587729160045592750	0.0	7.48e-12	2.75e-11	9.94e-09	3.66e-08	5.0	0.07	0.81	0.06	1.37	0.11	5.55e-11	7.38e-08	0.08
GZ587742061614333985	0.0	6.41e-12	2.33e-11	8.52e-09	3.11e-08	5.0	0.01	0.95	0.04	1.11	0.05	4.7e-11	6.25e-08	0.08
GZ587730817900871865	0.0	7.12e-12	2.75e-11	9.48e-09	3.67e-08	5.0	0.13	0.8	0.04	1.42	0.07	5.51e-11	7.33e-08	0.08
GZ587739407313862731	0.0	6.53e-12	2.47e-11	8.75e-09	3.44e-08	4.92	3.24	1.08	0.11	1.07	0.11	4.53e-11	6.07e-08	0.08
GZ588848901003542868	0.0	7.26e-12	2.84e-11	9.66e-09	3.79e-08	5.0	0.04	0.88	0.02	1.22	0.07	5.68e-11	7.55e-08	0.07
UN588016893325934748	0.0	2.84e-12	1.16e-11	1.48e-08	6.17e-08	2.09	1.31	1.11	0.13	0.98	0.12	2.49e-11	1.3e-07	0.07
UN587727866717536577	0.0	3.91e-12	1.97e-11	2.08e-08	8.21e-08	2.08	2.21	1.11	0.05	0.81	0.11	3.35e-11	1.78e-07	0.07
