                       name  dist_sep          flux      flux_err         eflux     eflux_err  index  index_err  gal_pref  gal_pref_err  iso_norm  iso_norm_err       flux_ul      eflux_ul     TS
971    UN588017947747352666     0.000  1.950000e-11  2.010000e-11  3.730000e-08  4.140000e-08   3.09       1.65      1.04          0.11      0.99          0.10  5.400000e-11  1.030000e-07   1.09
972    GZ587728906638000366     0.000  1.560000e-11  1.540000e-10  5.670000e-08  2.480000e-07   2.31       3.91      1.12          0.01      0.80          0.03  4.970000e-11  1.810000e-07   1.08
973    GZ587739152817783048     0.000  2.920000e-11  3.060000e-11  5.610000e-08  6.060000e-08   3.08       1.63      1.04          0.05      1.07          0.11  8.020000e-11  1.540000e-07   1.08
974    GZ587739385281839499     0.000  3.400000e-11  5.030000e-11  6.410000e-08  1.160000e-07   3.13       1.03      0.83          0.02      1.66          0.09  9.290000e-11  1.750000e-07   1.08
975           RCS1040_06002     0.000  3.440000e-12  7.550000e-12  5.360000e-08  1.010000e-07   1.63       1.08      0.97          0.13      0.97          0.11  1.520000e-11  2.360000e-07   1.06
976    J000249.06+004504.83     0.000  2.790000e-11  2.830000e-11  3.710000e-08  3.770000e-08   5.00       0.02      0.86          0.05      1.17          0.09  7.750000e-11  1.030000e-07   1.06
977    GZ587741828047110313     0.000  3.650000e-12  7.670000e-12  5.780000e-08  1.070000e-07   1.62       1.02      1.28          0.09      0.95          0.08  1.630000e-11  2.570000e-07   1.06
978    UN587736897960673439     0.000  2.280000e-11  2.360000e-11  4.190000e-08  4.580000e-08   3.19       1.08      0.85          0.05      1.14          0.07  6.420000e-11  1.180000e-07   1.05
979    UN587739303151534217     0.000  6.360000e-12  8.000000e-12  1.020000e-07  1.540000e-07   1.62       0.50      0.92          0.08      1.09          0.07  2.200000e-11  3.520000e-07   1.05
980           MCG-04-13-001     0.000  1.600000e-11  2.000000e-11  6.020000e-08  7.310000e-08   2.28       0.78      0.80          0.05      1.29          0.07  4.890000e-11  1.840000e-07   1.05
981    GZ588010879299223667     0.000  2.840000e-11  2.870000e-11  4.680000e-08  5.010000e-08   3.55       1.57      0.94          0.06      1.07          0.10  7.860000e-11  1.290000e-07   1.05
982           RCS2143_10932     0.000  5.870000e-12  8.680000e-12  9.490000e-08  1.660000e-07   1.62       0.74      1.06          0.03      0.91          0.09  2.210000e-11  3.570000e-07   1.04
983    UN587739405705543766     0.000  2.150000e-11  4.540000e-10  2.920000e-08  7.050000e-07   4.75      30.36      1.18          0.03      1.01          0.03  6.040000e-11  8.230000e-08   1.03
984    GZ588013383795867728     0.000  4.620000e-12  8.200000e-12  1.100000e-07  1.620000e-07   1.48       0.29      0.95          0.03      1.14          0.06  1.830000e-11  4.350000e-07   1.02
985    GZ587732482732523689     0.000  2.390000e-11  2.490000e-11  3.180000e-08  3.320000e-08   5.00       0.03      1.02          0.05      1.04          0.07  6.750000e-11  8.980000e-08   1.01
986                  MRK731     0.000  1.240000e-11  1.580000e-11  9.160000e-08  1.250000e-07   1.92       0.57      0.90          0.04      1.45          0.06  4.010000e-11  2.950000e-07   0.99
987    GZ587742189901709399     0.000  1.940000e-11  2.310000e-11  5.090000e-08  5.920000e-08   2.59       0.85      1.35          0.10      0.93          0.10  5.880000e-11  1.540000e-07   0.98
988    GZ587741392113369128     0.000  1.380000e-11  1.780000e-11  8.570000e-08  1.270000e-07   2.00       0.76      1.02          0.07      1.07          0.07  4.280000e-11  2.660000e-07   0.97
989    GZ587730023866695776     0.000  6.820000e-12  9.530000e-12  8.650000e-08  1.420000e-07   1.71       0.58      0.89          0.03      1.30          0.08  2.620000e-11  3.320000e-07   0.97
990    GZ587726878887116951     0.000  2.670000e-11  2.880000e-11  4.190000e-08  4.850000e-08   3.75       1.24      0.88          0.04      1.30          0.07  7.610000e-11  1.190000e-07   0.97
991           RCS0357_05159     0.000  2.740000e-11  2.350000e-10  5.930000e-08  2.920000e-07   2.85       6.09      0.85          0.01      1.13          0.03  7.900000e-11  1.710000e-07   0.96
992    GZ587731890578063479     0.346  1.800000e-11  1.930000e-11  3.280000e-08  3.850000e-08   3.22       1.40      1.22          0.10      0.88          0.09  5.200000e-11  9.440000e-08   0.96
993    GZ587737809036116115     0.000  2.260000e-11  2.390000e-11  3.010000e-08  3.190000e-08   5.00       0.04      1.07          0.03      0.87          0.07  6.440000e-11  8.560000e-08   0.96
994                  MRK306     0.414  2.570000e-11  2.760000e-11  3.420000e-08  3.680000e-08   5.00       0.00      0.98          0.05      1.02          0.12  7.330000e-11  9.760000e-08   0.96
995    GZ587745244164391078     0.000  2.550000e-11  2.710000e-11  3.390000e-08  3.610000e-08   5.00       0.04      1.24          0.07      0.78          0.11  7.300000e-11  9.710000e-08   0.95
996   GT1237668298204446938     0.000  5.150000e-12  8.490000e-12  1.450000e-07  2.330000e-07   1.42       0.76      0.82          0.05      1.28          0.06  1.880000e-11  5.300000e-07   0.95
997    UN587738196654817492     0.000  5.280000e-12  1.860000e-11  8.570000e-08  1.580000e-07   1.62       0.70      1.11          0.03      0.87          0.06  1.970000e-11  3.200000e-07   0.95
998    GZ587742627443835024     0.000  2.460000e-11  2.610000e-11  3.280000e-08  3.470000e-08   5.00       0.00      0.82          0.05      1.30          0.10  7.040000e-11  9.360000e-08   0.95
999    UN587736783070167194     0.247  1.200000e-11  1.690000e-11  5.470000e-08  8.220000e-08   2.16       0.99      0.75          0.04      1.23          0.06  3.890000e-11  1.770000e-07   0.94
1000   GZ587736945742053818     0.246  3.130000e-11  3.500000e-10  4.170000e-08  4.660000e-07   5.00       0.02      0.92          0.02      1.39          0.04  8.880000e-11  1.180000e-07   0.94
1001   UN587732484898554049     0.000  1.800000e-11  3.720000e-10  2.480000e-08  5.820000e-07   4.61      25.49      1.43          0.02      0.73          0.02  5.210000e-11  7.200000e-08   0.94
1002   GZ587733079735795797     0.355  1.730000e-11  1.870000e-11  2.300000e-08  2.500000e-08   4.99       0.24      1.18          0.12      0.86          0.10  5.040000e-11  6.710000e-08   0.93
1003   UN587725819105837197     0.000  1.700000e-11  1.840000e-11  2.260000e-08  2.450000e-08   5.00       0.01      1.16          0.08      0.99          0.08  4.910000e-11  6.530000e-08   0.93
1004   UN587725491062571200     0.000  1.360000e-11  1.230000e-10  4.120000e-08  1.670000e-07   2.45       4.45      1.17          0.01      0.91          0.02  4.310000e-11  1.300000e-07   0.90
1005   UN588013382740475975     0.000  1.620000e-11  1.820000e-11  3.320000e-08  3.970000e-08   2.95       1.15      1.28          0.11      0.78          0.10  4.840000e-11  9.910000e-08   0.89
1006          RCS2143_12009     0.000  2.840000e-11  3.120000e-11  3.780000e-08  4.160000e-08   5.00       0.03      1.02          0.03      0.94          0.08  8.290000e-11  1.100000e-07   0.89
1007   GZ588010136805113910     0.000  1.080000e-11  1.040000e-10  6.560000e-08  2.920000e-07   2.01       6.62      0.95          0.05      1.02          0.06  3.660000e-11  2.220000e-07   0.89
1008  GT1237663782589432032     0.000  2.350000e-11  2.640000e-11  3.130000e-08  3.520000e-08   5.00       0.00      0.99          0.07      1.03          0.10  7.000000e-11  9.310000e-08   0.89
1009   GZ587742568400486465     0.000  2.080000e-11  2.320000e-11  3.720000e-08  4.290000e-08   3.27       1.48      1.33          0.08      0.95          0.08  6.150000e-11  1.100000e-07   0.88
1010   GZ587739380990345301     0.000  5.790000e-12  1.170000e-11  5.850000e-08  1.110000e-07   1.79       1.08      0.68          0.03      1.33          0.06  2.410000e-11  2.440000e-07   0.88
1011   GZ588017626691469366     0.000  1.580000e-11  1.330000e-10  3.560000e-08  1.480000e-07   2.79       6.49      1.42          0.02      0.73          0.02  4.920000e-11  1.100000e-07   0.87
1012  GT1237658424090493080     0.000  2.080000e-11  2.540000e-11  6.840000e-08  8.870000e-08   2.38       0.84      1.16          0.07      1.09          0.11  6.350000e-11  2.090000e-07   0.87
1013   UN587729228761137271     0.000  1.670000e-11  1.880000e-11  2.220000e-08  2.510000e-08   5.00       0.01      0.99          0.10      1.15          0.10  4.990000e-11  6.640000e-08   0.86
1014   GZ588298662499713156     0.000  1.730000e-11  1.940000e-11  3.500000e-08  4.140000e-08   2.97       0.97      1.43          0.11      0.73          0.11  5.150000e-11  1.040000e-07   0.86
1015          RCS0357_05206     0.000  2.030000e-11  2.420000e-11  4.650000e-08  5.500000e-08   2.76       1.03      0.89          0.03      1.09          0.08  6.150000e-11  1.410000e-07   0.86
1016   GZ587731513154666674     0.000  2.740000e-11  3.180000e-11  5.000000e-08  5.730000e-08   3.20       1.32      0.95          0.02      1.07          0.06  8.170000e-11  1.490000e-07   0.86
1017   GZ587730816287375491     0.000  5.650000e-12  8.600000e-12  1.160000e-07  1.950000e-07   1.53       0.58      0.83          0.04      1.28          0.09  2.280000e-11  4.700000e-07   0.85
1018   GZ587735666918424658     0.000  4.680000e-12  8.360000e-12  4.800000e-08  8.180000e-08   1.79       0.80      1.15          0.08      0.99          0.09  1.960000e-11  2.010000e-07   0.85
1019   UN587739607547445342     0.000  1.980000e-11  2.250000e-11  2.630000e-08  3.000000e-08   5.00       0.01      1.08          0.10      1.08          0.10  5.900000e-11  7.850000e-08   0.84
1020  GT1237658300056338796     0.000  1.830000e-12  1.220000e-11  2.440000e-07  2.620000e-06   0.72       2.78      1.12          0.01      0.84          0.01  8.310000e-12  1.110000e-06   0.84
1021   GZ587727221936095299     0.374  2.970000e-11  3.360000e-11  3.950000e-08  4.480000e-08   5.00       0.07      1.02          0.03      0.98          0.09  8.800000e-11  1.170000e-07   0.83
1022   GZ587738371667788441     0.000  2.870000e-11  3.280000e-11  4.690000e-08  5.670000e-08   3.58       1.29      1.07          0.04      0.96          0.09  8.540000e-11  1.390000e-07   0.83
1023   GZ587742550676078596     0.000  2.390000e-11  2.790000e-11  3.970000e-08  4.940000e-08   3.51       0.96      0.78          0.05      1.33          0.09  7.160000e-11  1.190000e-07   0.82
1024   GZ587732579376824400     0.000  1.910000e-11  1.600000e-10  6.070000e-08  2.290000e-07   2.41       9.85      1.02          0.02      0.99          0.04  6.070000e-11  1.930000e-07   0.82
1025  GT1237660240314433647     0.000  2.780000e-11  3.230000e-11  3.700000e-08  4.310000e-08   5.00       0.01      0.91          0.02      1.05          0.06  8.420000e-11  1.120000e-07   0.80
1026   UN587728917908947025     0.480  1.520000e-11  1.780000e-11  2.020000e-08  2.370000e-08   5.00       0.07      1.19          0.10      0.91          0.10  4.670000e-11  6.220000e-08   0.79
1027   GZ588017112361992385     0.000  1.740000e-11  2.060000e-11  2.310000e-08  2.750000e-08   5.00       0.04      1.11          0.13      0.91          0.12  5.390000e-11  7.170000e-08   0.78
1028   UN587725551742812342     0.000  1.610000e-11  1.890000e-11  2.150000e-08  2.520000e-08   5.00       0.00      1.04          0.03      0.87          0.04  4.960000e-11  6.600000e-08   0.78
1029   GZ587734623786500129     0.000  1.670000e-11  3.770000e-10  2.320000e-08  5.950000e-07   4.51      25.63      0.82          0.03      1.05          0.03  5.170000e-11  7.220000e-08   0.77
1030                  MN214     0.000  9.000000e-12  9.620000e-11  5.720000e-08  2.360000e-07   1.99       3.10      0.90          0.04      1.25          0.04  3.070000e-11  1.950000e-07   0.77
1031   UN588017111828398133     0.000  3.520000e-12  5.560000e-12  9.800000e-08  1.700000e-07   1.42       0.54      1.23          0.11      0.89          0.10  1.530000e-11  4.270000e-07   0.77
1032          MCG+07-29-061     0.000  1.480000e-11  1.770000e-11  1.970000e-08  2.370000e-08   5.00       0.02      1.05          0.11      0.90          0.10  4.640000e-11  6.170000e-08   0.77
1033   GZ588015509277245599     0.000  2.620000e-11  3.090000e-11  3.480000e-08  4.120000e-08   5.00       0.01      1.08          0.08      0.94          0.12  8.010000e-11  1.070000e-07   0.77
1034          RCS2143_11516     0.000  3.080000e-12  3.870000e-11  1.660000e-07  1.040000e-06   1.17       2.56      1.07          0.02      0.86          0.05  1.370000e-11  7.360000e-07   0.76
1035   GZ587727264349881041     0.000  2.190000e-11  2.240000e-10  7.210000e-08  3.840000e-07   2.38       3.91      0.90          0.01      1.40          0.05  6.970000e-11  2.290000e-07   0.76
1036          RCS0133_02995     0.000  1.910000e-11  1.650000e-10  4.280000e-08  1.840000e-07   2.79       6.71      1.12          0.01      0.89          0.02  6.060000e-11  1.360000e-07   0.76
1037   GZ587732578308849711     0.000  2.250000e-11  2.690000e-11  2.990000e-08  3.590000e-08   5.00       0.12      1.25          0.07      0.96          0.11  6.990000e-11  9.300000e-08   0.76
1038   UN587736899036381352     0.000  1.720000e-11  2.320000e-11  4.980000e-08  7.010000e-08   2.49       1.27      0.88          0.03      1.08          0.06  5.410000e-11  1.560000e-07   0.76
1039   UN587739382595256392     0.000  1.690000e-11  2.140000e-11  2.260000e-08  2.960000e-08   4.95       1.38      0.78          0.08      1.19          0.08  5.230000e-11  6.990000e-08   0.76
1040                   MN74     0.000  1.730000e-11  3.370000e-10  2.790000e-08  6.300000e-07   3.61      12.69      1.32          0.01      0.70          0.01  5.340000e-11  8.640000e-08   0.75
1041   GZ587726102557163655     0.000  2.390000e-11  5.150000e-10  3.330000e-08  7.950000e-07   4.55      21.38      0.98          0.01      1.03          0.02  7.390000e-11  1.030000e-07   0.75
1042   GZ587725470674124936     0.000  9.810000e-12  9.160000e-11  4.950000e-08  3.940000e-07   2.11       9.12      1.04          0.04      0.87          0.05  3.580000e-11  1.800000e-07   0.74
1043          MCG+10-19-089     0.000  1.270000e-11  1.650000e-11  3.120000e-08  4.160000e-08   2.66       1.23      1.20          0.10      0.94          0.10  4.060000e-11  1.000000e-07   0.74
1044   GZ587741721753682035     0.000  1.840000e-11  2.320000e-11  3.170000e-08  4.230000e-08   3.39       0.86      0.71          0.05      1.31          0.05  5.890000e-11  1.010000e-07   0.74
1045   GZ587738946676654226     0.000  2.020000e-11  2.040000e-10  4.680000e-08  2.780000e-07   2.74       5.93      1.26          0.04      0.82          0.04  6.290000e-11  1.460000e-07   0.73
1046   UN587734622703583448     0.000  2.190000e-11  2.750000e-11  3.330000e-08  4.400000e-08   3.92       1.30      1.01          0.05      1.04          0.10  6.940000e-11  1.050000e-07   0.71
1047   GZ587722952231092600     0.000  2.320000e-11  3.340000e-11  7.200000e-08  9.420000e-08   2.43       0.84      0.95          0.02      1.24          0.09  7.710000e-11  2.390000e-07   0.71
1048   GZ587736543103877672     0.000  1.700000e-11  2.770000e-11  8.480000e-08  1.310000e-07   2.11       1.04      0.90          0.03      1.03          0.11  5.660000e-11  2.820000e-07   0.71
1049   UN587739376169058417     0.000  1.790000e-11  1.770000e-10  3.850000e-08  2.200000e-07   2.86       7.07      1.11          0.02      0.93          0.02  5.710000e-11  1.230000e-07   0.70
